Proteome_ID,Tax_ID,SUPERREGNUM
UP000001919,446465,bacteria
UP000515474,2596911,bacteria
UP000054078,1299998,bacteria
UP000467841,1685480,eukaryota
UP000290505,2340808,viruses
UP000317881,284043,bacteria
UP000622580,2803784,bacteria
UP000501097,2484986,viruses
UP000007080,766187,viruses
UP000273371,2340716,viruses
UP000226021,1916200,viruses
UP000292230,2530136,viruses
UP000203169,1838066,viruses
UP000172538,10408,viruses
UP000002101,2928746,viruses
UP000186019,573024,bacteria
UP000223945,2014804,bacteria
UP000010301,525245,bacteria
UP000009131,764103,eukaryota
UP000189907,1882399,bacteria
UP000435877,1470434,bacteria
UP000683018,2786679,viruses
UP000201852,1923685,viruses
UP000093807,29536,bacteria
UP000319825,1880,bacteria
UP000001765,2885909,viruses
UP000595170,2796514,viruses
UP000662783,2810512,bacteria
UP000287033,137246,eukaryota
UP000134372,111469,viruses
UP000062177,1704307,bacteria
UP000223071,2761530,bacteria
UP000240323,2108131,viruses
UP000240704,2059856,viruses
UP000208116,1922355,viruses
UP000236743,1036778,bacteria
UP000224375,1932361,viruses
UP000202292,1922560,viruses
UP000464404,2686233,viruses
UP000693800,2836049,viruses
UP000018002,1262863,bacteria
UP000182508,439219,bacteria
UP000273030,2293295,viruses
UP000621454,1517702,bacteria
UP000681055,2786783,viruses
UP000037043,1121318,bacteria
UP000296940,2558549,viruses
UP000138996,195059,viruses
UP001057454,2946113,viruses
UP000679153,2786383,viruses
UP000006672,6279,eukaryota
UP000502302,2681674,viruses
UP000297299,38488,eukaryota
UP000053319,732165,eukaryota
UP000199646,200126,bacteria
UP000557315,254528,eukaryota
UP000463883,2697030,bacteria
UP001057351,2943836,viruses
UP000621168,103954,eukaryota
UP000593938,2686436,viruses
UP000008143,8364,eukaryota
UP000252004,68209,bacteria
UP000578267,2282154,bacteria
UP000292472,2211644,eukaryota
UP000469292,2614131,bacteria
UP000203563,1590173,viruses
UP000006039,644352,eukaryota
UP000001785,75320,viruses
UP000438167,2686080,viruses
UP000225316,1913574,viruses
UP000270437,2488859,viruses
UP000030679,1412874,archaea
UP000663379,2654218,bacteria
UP000198652,1200747,bacteria
UP000010290,1141660,bacteria
UP000676662,2786408,viruses
UP000031518,454194,bacteria
UP000066480,571913,bacteria
UP000202663,981323,viruses
UP000514719,2748688,viruses
UP000204472,1592093,viruses
UP000295023,2527868,bacteria
UP000007664,31567,viruses
UP000243979,1954207,bacteria
UP000318405,1247510,bacteria
UP000683185,2563838,viruses
UP000201496,307111,viruses
UP000250257,1671902,bacteria
UP000598174,113564,bacteria
UP000676168,2834266,viruses
UP000006008,742725,bacteria
UP000002301,439375,bacteria
UP000000408,650136,viruses
UP000202209,1843764,viruses
UP000677284,2713499,viruses
UP000249920,2077135,viruses
UP000029765,1557032,viruses
UP000202814,1923292,viruses
UP000014081,1235793,bacteria
UP000683440,2785523,viruses
UP000275741,2320104,bacteria
UP000296389,2548051,viruses
UP000144687,1608047,viruses
UP000663104,101028,eukaryota
UP000070504,1698283,archaea
UP000322244,2495913,bacteria
UP000254438,2290922,bacteria
UP000161011,1529450,viruses
UP000001531,28358,viruses
UP000240751,439426,viruses
UP000218662,1938860,bacteria
UP000001434,2883942,viruses
UP000682244,2786697,viruses
UP000005227,10689,viruses
UP000063229,46677,bacteria
UP000322000,7111,eukaryota
UP000675664,2818044,bacteria
UP000000356,12081,viruses
UP000290675,2480172,viruses
UP000502082,904699,viruses
UP000249746,1458358,bacteria
UP000594087,2769490,bacteria
UP000076852,1417228,bacteria
UP000001245,279303,viruses
UP000694308,2794346,bacteria
UP000203335,152177,viruses
UP000037505,1509407,eukaryota
UP000018113,1262911,bacteria
UP000290621,1592127,viruses
UP000296697,2548161,viruses
UP000287175,1917525,bacteria
UP000293543,2496589,viruses
UP000268541,1796018,viruses
UP000018975,1429916,bacteria
UP000290503,2053026,viruses
UP000600680,2026715,bacteria
UP000019367,1458697,viruses
UP000015527,1096930,bacteria
UP000663251,2813228,viruses
UP000201792,1923555,viruses
UP000204423,1335477,viruses
UP000623172,2763655,bacteria
UP000203025,1586715,viruses
UP000078582,375175,bacteria
UP000317522,1561067,viruses
UP000096608,1980458,viruses
UP000622317,2773457,bacteria
UP000030636,1447715,bacteria
UP000198607,83767,bacteria
UP000316612,43667,bacteria
UP000198379,1627892,bacteria
UP000113978,2847812,viruses
UP000036958,1409788,bacteria
UP000027249,213554,bacteria
UP000192276,550983,bacteria
UP000518464,2099678,bacteria
UP000279284,493,bacteria
UP000076154,39966,eukaryota
UP000751161,9234,eukaryota
UP000015922,1340827,viruses
UP000192911,28094,bacteria
UP000317647,10537,viruses
UP000050543,1740090,bacteria
UP000680293,2786100,viruses
UP000007671,28311,viruses
UP000317238,2527996,bacteria
UP000557688,1181271,bacteria
UP000593988,2776857,viruses
UP000317715,43663,bacteria
UP000315241,2528033,bacteria
UP000476210,343235,bacteria
UP000201748,1923691,viruses
UP000441199,2608370,viruses
UP000010803,1236000,viruses
UP000681425,1592790,bacteria
UP000290246,2069321,viruses
UP000053317,158046,eukaryota
UP000289439,2116736,viruses
UP000263077,2301720,viruses
UP000029750,1168173,viruses
UP000203827,306276,viruses
UP000001034,1980924,viruses
UP000060778,940295,archaea
UP000554054,1285192,bacteria
UP000202769,1922789,viruses
UP000594030,2772069,viruses
UP000677669,2786719,viruses
UP000092258,1827365,bacteria
UP000199138,1224947,bacteria
UP000106470,11153,viruses
UP000140113,689403,viruses
UP000257093,2029663,viruses
UP000242367,1926885,bacteria
UP000015565,1340708,viruses
UP000203332,1922390,viruses
UP001055573,2851068,viruses
UP000031807,1567485,viruses
UP000551127,153643,eukaryota
UP000201576,479060,viruses
UP000546235,187106,eukaryota
UP000001116,266940,bacteria
UP000188246,633807,bacteria
UP000678404,2786196,viruses
UP000593783,2717365,bacteria
UP000501852,96029,viruses
UP000578569,515949,bacteria
UP000202621,1922439,viruses
UP000694255,561895,eukaryota
UP000093044,1197717,bacteria
UP000251995,2057246,bacteria
UP000230981,573658,bacteria
UP000199645,35752,bacteria
UP000521322,243059,eukaryota
UP000201500,1647305,viruses
UP000203554,2016456,viruses
UP000203057,1643326,viruses
UP000093186,447689,bacteria
UP000122180,1682341,viruses
UP000291665,2571241,viruses
UP000186221,453582,bacteria
UP000254082,764290,bacteria
UP000204083,1887654,viruses
UP000008116,261995,viruses
UP000006636,766185,viruses
UP000199334,237069,bacteria
UP000680617,2785987,viruses
UP000007403,11988,viruses
UP000217076,83401,bacteria
UP000663866,392030,eukaryota
UP001055424,2912296,viruses
UP000202997,1923260,viruses
UP000322353,2584783,viruses
UP000278018,2365042,viruses
UP000260138,2250409,viruses
UP000274453,1932007,viruses
UP000241843,743027,viruses
UP000002703,272943,bacteria
UP000007721,316067,bacteria
UP000217221,573600,bacteria
UP000509448,1874277,archaea
UP000182135,1529,bacteria
UP000676390,2786018,viruses
UP000007883,983917,bacteria
UP000036196,61647,bacteria
UP000296782,2548008,viruses
UP000262250,2301709,viruses
UP000321746,304077,bacteria
UP000190857,123320,bacteria
UP000222305,1913119,viruses
UP000007500,979533,viruses
UP000005206,660122,eukaryota
UP000013117,1120926,bacteria
UP000190174,1764962,bacteria
UP000001300,284591,eukaryota
UP000107872,1985402,viruses
UP000279202,1608057,viruses
UP000325025,2583105,viruses
UP000190037,159449,bacteria
UP000585317,43150,eukaryota
UP000183028,322505,bacteria
UP000006649,1283341,viruses
UP000001020,83331,bacteria
UP000423323,2686058,viruses
UP000290511,2054614,viruses
UP000663220,2813248,viruses
UP000242816,2127048,bacteria
UP000015095,1296662,viruses
UP000265515,69332,eukaryota
UP000286641,34884,eukaryota
UP000432177,2686208,viruses
UP000005017,679192,bacteria
UP000185544,1882918,bacteria
UP000202519,1608067,viruses
UP000197567,1317116,bacteria
UP000292437,2546569,viruses
UP000204645,1922441,viruses
UP000050454,1605367,bacteria
UP000272442,1960876,eukaryota
UP000012980,10713,viruses
UP000202147,1923210,viruses
UP000000294,1051631,viruses
UP000572680,182080,bacteria
UP000000971,2994042,viruses
UP000218151,1141887,bacteria
UP000035039,1538639,bacteria
UP000322311,2585450,viruses
UP000202248,754056,viruses
UP000029989,913325,bacteria
UP000202183,1922448,viruses
UP000000681,649896,viruses
UP000004528,585506,bacteria
UP000515913,2764326,bacteria
UP000678642,2785988,viruses
UP000116820,576902,viruses
UP000318885,2590894,viruses
UP000682099,2786534,viruses
UP000515203,10160,eukaryota
UP000199580,1128970,bacteria
UP000320198,2528035,bacteria
UP000009093,10680,viruses
UP000239825,2072936,bacteria
UP000124292,272551,viruses
UP000273610,2484639,viruses
UP000053171,37923,bacteria
UP000077317,1811193,bacteria
UP000054317,717944,eukaryota
UP000030816,1081103,eukaryota
UP000321554,2050964,viruses
UP000208114,1922352,viruses
UP000502179,1936021,bacteria
UP000272112,2365045,viruses
UP000727407,1594786,eukaryota
UP000320216,2599293,bacteria
UP000278199,1519394,viruses
UP000000375,582345,viruses
UP000297819,756276,viruses
UP000596314,2762810,viruses
UP000001792,369257,viruses
UP000193240,105696,eukaryota
UP000155130,687376,viruses
UP000052105,3052702,viruses
UP000694853,3816,eukaryota
UP000317318,2527980,bacteria
UP000634139,1256514,bacteria
UP000051395,1736431,bacteria
UP000316617,2590049,viruses
UP000295319,2485105,bacteria
UP000196526,1965545,bacteria
UP000235260,2053044,bacteria
UP000202674,1922707,viruses
UP000483027,2678501,bacteria
UP000319055,2591191,viruses
UP000254425,83291,bacteria
UP000035996,157733,bacteria
UP000468650,911197,bacteria
UP000255355,279262,bacteria
UP000505271,2740800,viruses
UP000013167,1193181,bacteria
UP000031928,1224162,bacteria
UP000001452,373153,bacteria
UP000305339,1419722,archaea
UP000028662,1529058,viruses
UP000241070,2070198,viruses
UP000657177,2699427,bacteria
UP000241246,223256,viruses
UP000681373,2786542,viruses
UP000203826,455364,viruses
UP000078507,36856,bacteria
UP000000965,52979,viruses
UP000242486,2029590,bacteria
UP000262825,36035,eukaryota
UP000041641,1677858,bacteria
UP000001469,326574,viruses
UP000153626,1214955,viruses
UP000027020,1192124,bacteria
UP000240339,2016402,viruses
UP000325639,2588299,bacteria
UP000325662,2599865,viruses
UP000171279,1664810,viruses
UP000516647,2763102,viruses
UP000203351,1923397,viruses
UP000204467,1923144,viruses
UP000198636,1120976,bacteria
UP000184327,1122156,bacteria
UP000680682,2786265,viruses
UP000515282,2759464,viruses
UP000140180,10563,viruses
UP000244446,2170575,bacteria
UP000002719,359391,bacteria
UP000316968,2583377,bacteria
UP000510762,2743937,viruses
UP000070414,1698268,archaea
UP000007796,655863,eukaryota
UP000032356,1616823,bacteria
UP000296311,2548176,viruses
UP000324774,2585486,viruses
UP000250744,2219697,bacteria
UP000327471,2483607,viruses
UP000480185,1229268,bacteria
UP000015090,1366055,viruses
UP000052167,1509405,bacteria
UP000051914,1736426,bacteria
UP000260516,2283011,viruses
UP000296688,2558675,viruses
UP000156073,1618259,viruses
UP000509828,2707031,viruses
UP000014390,1203592,bacteria
UP000204275,1388882,viruses
UP000018896,1236973,bacteria
UP000477722,2711219,bacteria
UP000579281,1417629,bacteria
UP000201966,1662284,viruses
UP000289133,2162642,viruses
UP000217428,1329402,viruses
UP000018268,1262832,bacteria
UP000203510,274584,viruses
UP000037288,1678637,bacteria
UP000641645,2762020,bacteria
UP000296744,2558614,viruses
UP000008447,12236,viruses
UP000532908,54059,eukaryota
UP000677330,2786579,viruses
UP000198318,240840,bacteria
UP000032134,1589754,viruses
UP000097892,1535247,viruses
UP000639591,1519616,eukaryota
UP000323180,2585463,viruses
UP000055590,1391653,bacteria
UP000198644,650891,bacteria
UP000235786,1149755,eukaryota
UP000239112,754426,bacteria
UP000199786,1965547,bacteria
UP000188324,1610493,bacteria
UP000015105,200361,eukaryota
UP000051002,1736531,bacteria
UP000204630,1698369,viruses
UP000237682,346911,bacteria
UP000289512,2507835,viruses
UP000204182,1859492,viruses
UP000031717,1567471,viruses
UP000130688,1778550,viruses
UP000323386,84751,eukaryota
UP000323417,2584801,viruses
UP000435136,2686086,viruses
UP000000870,647330,viruses
UP000053464,1581420,bacteria
UP000296574,439016,viruses
UP000515733,311182,bacteria
UP000243574,1965623,bacteria
UP000203926,1595961,viruses
UP000516670,2763521,viruses
UP000241317,2079565,viruses
UP000198568,1761906,bacteria
UP000202397,1608126,viruses
UP000241762,2115978,bacteria
UP000321468,2589652,viruses
UP000069850,83986,archaea
UP000296757,2558625,viruses
UP000199550,195913,bacteria
UP000185479,28028,bacteria
UP000423725,2656617,viruses
UP000118249,915425,viruses
UP000658613,1190508,bacteria
UP000076574,943830,bacteria
UP000008984,431241,eukaryota
UP000100497,2170139,viruses
UP000296406,2547980,viruses
UP000076952,1822242,bacteria
UP000202544,362830,viruses
UP000321750,1010610,bacteria
UP001063840,2927239,viruses
UP000231134,1896222,bacteria
UP000136351,120381,viruses
UP000193307,658057,bacteria
UP000055060,360412,bacteria
UP000075606,333140,bacteria
UP000054314,1386082,bacteria
UP000254069,38313,bacteria
UP000216605,2022802,bacteria
UP000008899,1054461,viruses
UP000221249,1932118,viruses
UP000502728,2656681,viruses
UP000238479,74649,eukaryota
UP000323300,335020,bacteria
UP000630353,1633335,bacteria
UP000441336,2682976,bacteria
UP000503557,2060721,viruses
UP000318946,2585118,bacteria
UP000014567,1203605,bacteria
UP000281028,1233460,bacteria
UP001072882,1665361,viruses
UP000279029,2173034,bacteria
UP000015566,1340709,viruses
UP000214740,1945886,bacteria
UP000516110,1460362,viruses
UP000009140,1127357,viruses
UP000203669,1837862,viruses
UP000012960,214687,eukaryota
UP000095759,285458,bacteria
UP000605670,1195761,bacteria
UP000009253,10617,viruses
UP000676514,2786741,viruses
UP000199512,215200,bacteria
UP000105586,172859,viruses
UP000203891,1923732,viruses
UP000001746,485914,archaea
UP000276309,1761453,bacteria
UP000054270,945553,eukaryota
UP000051451,1423750,bacteria
UP000574967,1160894,eukaryota
UP000192591,687388,bacteria
UP000001727,504474,bacteria
UP000325602,2555916,viruses
UP000011615,1230457,archaea
UP000320011,2053003,bacteria
UP000321491,227865,bacteria
UP000184499,767769,eukaryota
UP000317127,2591207,viruses
UP000199324,1780380,bacteria
UP000000849,446466,bacteria
UP000325267,2585394,viruses
UP000000337,767473,viruses
UP000196489,1932700,archaea
UP000003980,671065,archaea
UP000302163,2579935,bacteria
UP000295763,1521931,bacteria
UP000423635,2675255,viruses
UP000293923,2250255,archaea
UP000365756,718367,eukaryota
UP000235005,1737061,bacteria
UP000029327,1420906,eukaryota
UP000007014,280699,eukaryota
UP000482634,2708063,bacteria
UP000678348,2830655,bacteria
UP000256727,169134,bacteria
UP000694552,257818,eukaryota
UP000189702,3635,eukaryota
UP000679391,2740451,viruses
UP000680286,2733863,bacteria
UP000077381,1716141,bacteria
UP000298438,2561931,bacteria
UP000678352,2786762,viruses
UP000619632,2760013,bacteria
UP000292685,370736,bacteria
UP000018242,1262830,bacteria
UP000326924,1250544,eukaryota
UP000256012,2201420,viruses
UP000682487,2786227,viruses
UP000256922,2029658,viruses
UP000284368,2292358,bacteria
UP000464548,2698684,bacteria
UP000203200,1922671,viruses
UP000575985,1323731,bacteria
UP000240608,1046115,bacteria
UP000608065,1357935,bacteria
UP000296324,2558596,viruses
UP000296894,2548055,viruses
UP000281491,2364879,bacteria
UP000243589,479117,bacteria
UP000265240,1633782,viruses
UP000238426,1266046,bacteria
UP000000877,33771,viruses
UP000198403,1938746,bacteria
UP000184245,1122155,bacteria
UP000029409,44251,bacteria
UP000007420,388818,viruses
UP000525319,626378,eukaryota
UP000032747,1603293,bacteria
UP000452269,2169593,archaea
UP000018843,1403948,bacteria
UP000479756,1268042,bacteria
UP000029302,1420909,eukaryota
UP000011829,1162290,viruses
UP000203509,1922597,viruses
UP000052098,369584,viruses
UP000597668,2041842,bacteria
UP000325105,415956,bacteria
UP000683151,2562518,viruses
UP000198461,364032,bacteria
UP000288028,218144,bacteria
UP000682293,2786732,viruses
UP000246464,52904,eukaryota
UP000270349,2489628,viruses
UP000681375,2786340,viruses
UP000280615,2083498,bacteria
UP000662904,2751313,bacteria
UP000076798,1314776,eukaryota
UP000218231,2018661,eukaryota
UP000127867,743811,viruses
UP000005879,2681621,viruses
UP000316719,2565519,viruses
UP000676137,2786811,viruses
UP000000925,583355,bacteria
UP000051530,146866,eukaryota
UP000221822,2024240,viruses
UP000502238,1966378,viruses
UP000167086,183407,viruses
UP000677304,2786104,viruses
UP000555275,9252,eukaryota
UP000001893,698488,viruses
UP000188845,1924934,bacteria
UP000319151,2585231,viruses
UP000319776,92403,bacteria
UP000236432,2035402,bacteria
UP000323381,2583133,viruses
UP000680348,2831468,bacteria
UP000009027,1055687,eukaryota
UP001055977,2951265,viruses
UP000583556,2728851,bacteria
UP000117440,1325460,viruses
UP000208064,1234878,viruses
UP000257075,2029672,viruses
UP000501841,2711180,viruses
UP000296186,2547973,viruses
UP000661827,2760045,bacteria
UP000253027,2250575,bacteria
UP000008808,314225,bacteria
UP000170220,1348500,viruses
UP000323054,2589658,viruses
UP000148206,1406343,viruses
UP000010552,9402,eukaryota
UP000000569,371094,viruses
UP000564378,2761622,bacteria
UP000241846,620894,viruses
UP000070433,94132,bacteria
UP000322791,2606448,bacteria
UP000184346,1121942,bacteria
UP000298310,2570911,viruses
UP000296674,2548151,viruses
UP000204155,1922370,viruses
UP000186270,1703937,bacteria
UP000625210,1571185,bacteria
UP000062859,1727164,bacteria
UP001056722,2961714,viruses
UP000002060,587200,viruses
UP000027986,1274,bacteria
UP000306972,743544,viruses
UP000103794,1503291,viruses
UP000245673,563922,bacteria
UP000244158,2161867,bacteria
UP000000826,524364,viruses
UP000037751,77020,eukaryota
UP000683052,2786107,viruses
UP000324452,2585446,viruses
UP000001917,521098,bacteria
UP000201691,1922680,viruses
UP000207755,1923754,viruses
UP000169135,318843,viruses
UP000008770,654924,viruses
UP000202740,616674,viruses
UP000682558,1931096,viruses
UP000367750,2496557,bacteria
UP000076532,436010,eukaryota
UP000321759,2603261,viruses
UP000296393,2548236,viruses
UP000011301,379529,viruses
UP000128597,1427156,viruses
UP000481043,1808955,bacteria
UP000010471,1173027,bacteria
UP000031649,1469502,bacteria
UP001056025,741995,viruses
UP000279685,702718,viruses
UP000680087,2786361,viruses
UP000018809,1340811,viruses
UP000005408,29159,eukaryota
UP000322976,2606906,bacteria
UP000203425,312295,viruses
UP000222865,2006930,viruses
UP000214710,2560515,viruses
UP000294513,2530368,bacteria
UP000509762,1534553,viruses
UP000011849,1289598,viruses
UP000054093,710394,bacteria
UP000280842,133270,bacteria
UP000289812,2017482,bacteria
UP000202894,1739610,viruses
UP000030687,85681,eukaryota
UP000011264,1239832,viruses
UP000011661,1230460,archaea
UP000618795,66887,bacteria
UP000681494,2786381,viruses
UP000008740,504553,viruses
UP000199109,641691,bacteria
UP000051672,1423727,bacteria
UP000250222,860221,bacteria
UP000284779,39496,bacteria
UP000018194,1262885,bacteria
UP000019426,1216932,bacteria
UP000317369,2528020,bacteria
UP000264392,2301226,bacteria
UP000201236,1923232,viruses
UP000327512,2601693,viruses
UP000188342,1255658,bacteria
UP000238813,2070412,eukaryota
UP000501663,2721173,bacteria
UP000813096,2841564,bacteria
UP000261704,2171755,bacteria
UP000068447,1526571,bacteria
UP000031803,1589297,viruses
UP000587472,54359,eukaryota
UP000009096,334819,eukaryota
UP000000432,220668,bacteria
UP000008479,10636,viruses
UP000217895,1973484,bacteria
UP000281709,551531,viruses
UP000245368,2202254,bacteria
UP000065540,1416753,bacteria
UP000536711,78861,eukaryota
UP000030706,1043002,eukaryota
UP000204318,1797140,viruses
UP000516645,2759393,viruses
UP000201775,1223260,viruses
UP000464017,2696447,viruses
UP000051876,1736522,bacteria
UP000323080,2585403,viruses
UP000076871,1314785,eukaryota
UP000000678,651356,viruses
UP000198977,74348,bacteria
UP000101850,1618258,viruses
UP000034805,113540,eukaryota
UP000676278,2786418,viruses
UP000289406,2069326,viruses
UP000005496,555779,bacteria
UP000060433,1704044,bacteria
UP000202883,1922796,viruses
UP000006917,10863,viruses
UP000273868,2484210,viruses
UP000202718,279538,viruses
UP000655225,13715,eukaryota
UP000278398,2495581,bacteria
UP000094527,48709,eukaryota
UP000201507,2560349,viruses
UP000222504,1916197,viruses
UP000681172,2586204,viruses
UP000676991,2786769,viruses
UP000288494,2500761,viruses
UP000246773,1277895,viruses
UP000552319,64278,eukaryota
UP000170840,1379718,viruses
UP000287589,1959842,viruses
UP000218054,2029117,bacteria
UP000204178,221037,viruses
UP000031392,546263,bacteria
UP000204063,290030,viruses
UP000001399,648757,bacteria
UP000201706,187850,viruses
UP000678217,2786390,viruses
UP000009382,889962,archaea
UP000660668,433664,bacteria
UP000225972,1037362,bacteria
UP000053244,135947,bacteria
UP000296518,2558543,viruses
UP000240815,2079275,viruses
UP000464954,2697043,bacteria
UP000203186,1605379,viruses
UP000232486,420254,viruses
UP000201695,1685726,viruses
UP000010364,1204533,viruses
UP000501823,2730618,viruses
UP000277895,1920991,viruses
UP000002375,755164,viruses
UP000242703,1768874,viruses
UP000202573,1586714,viruses
UP000516169,2024003,viruses
UP000202125,1046403,viruses
UP000002325,59380,viruses
UP000190637,1122192,bacteria
UP000503337,2713244,viruses
UP000189228,1945854,bacteria
UP000006001,649764,bacteria
UP000001424,243365,bacteria
UP000681186,2786155,viruses
UP000607858,2689616,bacteria
UP000502969,2725603,viruses
UP000323527,2584807,viruses
UP000243730,223361,viruses
UP000275242,2315613,viruses
UP000051657,1736538,bacteria
UP000006040,1217067,viruses
UP000207642,1815511,viruses
UP000297339,455343,bacteria
UP000008169,2779844,viruses
UP000258829,2250428,viruses
UP000199614,260086,bacteria
UP000223915,2015830,viruses
UP000203921,1923230,viruses
UP000680443,2786644,viruses
UP000113864,1504569,viruses
UP000191056,225345,bacteria
UP000113038,906887,viruses
UP000053001,188344,eukaryota
UP000007065,347257,bacteria
UP000463857,1891644,bacteria
UP000075243,3821,eukaryota
UP000679520,2786306,viruses
UP000202424,1718606,viruses
UP000144694,759701,viruses
UP000060699,76731,bacteria
UP000121784,39444,viruses
UP000001172,235909,bacteria
UP000469125,2678566,bacteria
UP000502132,2714939,bacteria
UP000202485,1173585,bacteria
UP000191049,1927122,bacteria
UP000886998,2747483,eukaryota
UP000009882,1170229,eukaryota
UP000007076,452652,bacteria
UP000029756,1554493,viruses
UP000000624,10498,viruses
UP000322625,2591380,viruses
UP000202017,67082,viruses
UP000321556,1113587,bacteria
UP000203748,1923724,viruses
UP000296408,2558850,viruses
UP000203389,1922632,viruses
UP000008926,453115,viruses
UP000202334,1986479,viruses
UP000296818,2558801,viruses
UP000428801,2500764,viruses
UP000189981,572036,bacteria
UP000678174,2812440,viruses
UP000694545,61221,eukaryota
UP000215760,2015560,bacteria
UP000184330,576137,eukaryota
UP000501111,2713310,viruses
UP000001936,347834,bacteria
UP000264777,2292283,bacteria
UP000241560,2053682,viruses
UP000676070,2829394,viruses
UP000219453,558529,archaea
UP000632659,1987501,bacteria
UP000001622,663241,viruses
UP000503286,2723762,viruses
UP000515410,2596915,bacteria
UP000240242,2027250,viruses
UP000242287,703135,eukaryota
UP000029888,1486428,viruses
UP000325755,1808979,bacteria
UP000296279,2548125,viruses
UP000005238,164328,eukaryota
UP000008837,425265,eukaryota
UP000296809,2548025,viruses
UP000017921,1262872,bacteria
UP000204078,1923443,viruses
UP000092809,1835721,bacteria
UP000202899,1922717,viruses
UP000201442,1262518,viruses
UP000207605,1557034,viruses
UP000201297,1922721,viruses
UP000278763,1813888,viruses
UP000692954,65129,eukaryota
UP000317475,1882741,bacteria
UP000279014,1796011,viruses
UP000224832,1772332,viruses
UP000165370,2065046,viruses
UP000320223,1874826,bacteria
UP000030408,1384057,bacteria
UP000154509,1972623,viruses
UP000188617,1933778,bacteria
UP000683415,2845815,viruses
UP000243045,1462747,bacteria
UP000029741,1552985,viruses
UP000011295,1283079,viruses
UP000202909,1923621,viruses
UP000192790,1122930,bacteria
UP000269811,2486665,viruses
UP000000707,590646,eukaryota
UP000241270,2048007,viruses
UP000203430,1923710,viruses
UP000242436,659660,viruses
UP000008225,9483,eukaryota
UP000595326,2797304,viruses
UP000208090,1955199,viruses
UP000587991,2725557,bacteria
UP000607678,2692790,bacteria
UP000656042,1751298,bacteria
UP000201217,460926,viruses
UP000226416,1972438,viruses
UP000291259,2509455,bacteria
UP000243852,1755792,viruses
UP000252839,1510197,bacteria
UP000204069,1922542,viruses
UP000198925,938405,bacteria
UP000619355,68183,bacteria
UP000567826,48427,eukaryota
UP000677534,2786370,viruses
UP000558460,2585811,eukaryota
UP000423661,2652757,viruses
UP000147404,1640277,viruses
UP000251466,2201437,viruses
UP000208088,328671,viruses
UP000198796,871651,bacteria
UP000199513,1003,bacteria
UP000679374,2786333,viruses
UP000257160,80972,eukaryota
UP000006518,654920,viruses
UP000292732,2530143,viruses
UP000679022,2184014,bacteria
UP000001486,648017,viruses
UP000011269,1289470,viruses
UP000181976,385682,bacteria
UP000250369,450362,bacteria
UP000014188,397288,bacteria
UP000654998,2794575,bacteria
UP000693839,2745684,viruses
UP000242921,1970199,bacteria
UP000274513,2419950,viruses
UP000030643,1329250,bacteria
UP000256645,1849047,eukaryota
UP000509198,2653203,bacteria
UP000201954,1774200,viruses
UP000001982,318161,bacteria
UP000000413,314536,viruses
UP000202685,1923406,viruses
UP000296988,2565500,viruses
UP000678973,2786331,viruses
UP000232856,687344,viruses
UP000289818,2249930,viruses
UP000292120,2528630,bacteria
UP000202874,103881,viruses
UP000150093,1074206,viruses
UP000202796,1923726,viruses
UP001059675,2972142,viruses
UP000243240,1799656,bacteria
UP000008743,595528,eukaryota
UP000245252,2182425,bacteria
UP000693808,2849096,viruses
UP000203881,1923134,viruses
UP000693868,2745672,viruses
UP000531938,83376,eukaryota
UP000121340,1985387,viruses
UP000004478,1225176,bacteria
UP000202636,1003891,viruses
UP000501879,2730632,viruses
UP000296653,2548180,viruses
UP000004915,1078020,bacteria
UP000275864,2219112,viruses
UP000053012,663704,bacteria
UP000676859,2786464,viruses
UP000232920,222464,viruses
UP000190092,225324,bacteria
UP000269352,2218524,bacteria
UP000107449,1802938,viruses
UP000009162,10609,viruses
UP000647424,2771427,bacteria
UP000114585,2560310,viruses
UP000202121,1923257,viruses
UP000318208,2591218,viruses
UP000037054,1705388,bacteria
UP000240934,2053701,viruses
UP000202622,2010281,viruses
UP000464303,2595040,viruses
UP000188947,238,bacteria
UP000679352,2840474,bacteria
UP000095488,1267,bacteria
UP000154097,1315266,viruses
UP000002339,645099,viruses
UP000035009,1223542,bacteria
UP000283210,123683,eukaryota
UP000002824,1168548,viruses
UP000472272,64176,eukaryota
UP000436513,2663232,viruses
UP000165545,1619219,viruses
UP000246978,2758958,viruses
UP000278549,1000373,viruses
UP000068210,1328314,bacteria
UP000257579,2250321,viruses
UP000000728,12027,viruses
UP000249169,2211119,bacteria
UP000550729,2725283,bacteria
UP000467305,426481,bacteria
UP000029779,1128424,viruses
UP000008666,291604,viruses
UP000234910,2052685,viruses
UP000325614,2651334,bacteria
UP000684586,2819145,bacteria
UP000054466,569365,eukaryota
UP000677019,2786676,viruses
UP000202356,1923683,viruses
UP000198741,1090615,bacteria
UP000233435,1909700,bacteria
UP000201451,1923503,viruses
UP000509789,2714735,viruses
UP000051125,1736584,bacteria
UP000223243,1735561,viruses
UP000503278,2728022,bacteria
UP000660745,2047744,bacteria
UP000501962,2656711,viruses
UP000107967,1629657,viruses
UP000598820,2771354,bacteria
UP000250268,2099583,bacteria
UP000676490,2786557,viruses
UP000187609,49451,eukaryota
UP000680960,2786759,viruses
UP000295479,2541731,bacteria
UP000062823,1305733,eukaryota
UP000310069,2528672,viruses
UP000021369,1341156,bacteria
UP000693777,2745699,viruses
