Proteome_ID,Tax_ID,SUPERREGNUM
UP000240325,2024608,viruses
UP000442694,2654512,bacteria
UP000002724,324925,bacteria
UP000296473,2558554,viruses
UP000274391,2488791,bacteria
UP000310490,2136173,bacteria
UP000201417,1922884,viruses
UP000053709,68888,eukaryota
UP000569858,2728841,bacteria
UP000323000,1000413,eukaryota
UP000002970,742740,bacteria
UP000281409,1522762,bacteria
UP000515834,2763530,viruses
UP000010378,28072,bacteria
UP000018811,1432658,viruses
UP000097131,345250,viruses
UP000290818,2248770,viruses
UP000500929,2656689,viruses
UP000594037,2772065,viruses
UP000294608,2510465,viruses
UP000004719,247639,bacteria
UP000001219,526226,bacteria
UP000199355,571438,bacteria
UP000253034,1297424,bacteria
UP000594514,2759219,viruses
UP000472777,2710883,bacteria
UP000289625,1513261,viruses
UP000002079,2994040,viruses
UP000315016,2591192,viruses
UP000629222,1931,bacteria
UP000029749,980964,viruses
UP000464262,1481923,bacteria
UP000678477,2833577,bacteria
UP001058961,2975545,viruses
UP000225001,1933093,viruses
UP000221339,1675601,viruses
UP000324924,2601668,bacteria
UP000031171,1577905,bacteria
UP000285774,2049045,bacteria
UP000668555,1912891,bacteria
UP000002010,557598,bacteria
UP000002218,479431,bacteria
UP000184510,1123071,bacteria
UP000065641,1249552,bacteria
UP000032611,1486262,bacteria
UP000199293,1520819,bacteria
UP000203267,1923224,viruses
UP000202230,756285,viruses
UP000296270,2558749,viruses
UP000202790,1821538,viruses
UP000244603,2126724,viruses
UP000184480,1346286,bacteria
UP000204306,1887645,viruses
UP000203081,1679172,viruses
UP000267737,2365052,viruses
UP000187209,5963,eukaryota
UP000662940,2763008,bacteria
UP000216454,987063,bacteria
UP000198339,436663,bacteria
UP000248863,29408,bacteria
UP000306575,420403,bacteria
UP000579406,176938,eukaryota
UP001056409,2946100,viruses
UP000203823,1868621,viruses
UP000289260,1784719,bacteria
UP000680897,2786809,viruses
UP000202716,223305,viruses
UP000273025,2059850,viruses
UP000036918,1604836,bacteria
UP000234331,1836972,bacteria
UP000515804,1463158,bacteria
UP000201566,1349409,viruses
UP000259812,2282910,viruses
UP000187283,133412,eukaryota
UP000009284,1008459,bacteria
UP000054116,54380,eukaryota
UP000030416,1384049,bacteria
UP000016935,671987,eukaryota
UP000225515,1933412,viruses
UP000601118,2739509,bacteria
UP000238642,1382456,bacteria
UP000217718,1913649,viruses
UP000201270,1758139,viruses
UP000031977,50718,bacteria
UP000503444,2704043,viruses
UP000664545,33953,bacteria
UP000002148,388919,bacteria
UP000631728,1828680,bacteria
UP000204383,1923126,viruses
UP000016057,1234409,bacteria
UP000676541,2786595,viruses
UP000000409,649895,viruses
UP000013072,1174684,bacteria
UP000502110,2604537,bacteria
UP000244930,41977,bacteria
UP000141952,2035999,viruses
UP000030700,1499966,bacteria
UP000240399,2126985,viruses
UP000256421,152489,bacteria
UP000184322,48003,bacteria
UP000261814,2315628,viruses
UP000126417,349564,viruses
UP000030765,74873,eukaryota
UP000296236,2548063,viruses
UP000228506,1100707,bacteria
UP000207585,1685725,viruses
UP000291022,9643,eukaryota
UP000070463,1698267,archaea
UP000191169,1853690,archaea
UP000244896,1796921,bacteria
UP000225816,1932882,viruses
UP000203884,1675553,viruses
UP000204328,37126,viruses
UP000677976,2738555,viruses
UP000198725,582702,bacteria
UP000301870,69820,eukaryota
UP000001555,6945,eukaryota
UP000050782,1712645,bacteria
UP000296315,2558538,viruses
UP000277466,1608120,viruses
UP000002259,128710,viruses
UP000203162,642478,viruses
UP000006885,10816,viruses
UP000276963,2485151,bacteria
UP000251001,2218615,viruses
UP000254875,2211104,bacteria
UP000031724,1589748,viruses
UP000240496,2052157,viruses
UP000683207,2786751,viruses
UP000553648,239386,eukaryota
UP000241876,2041489,viruses
UP000201535,317027,viruses
UP000001159,207597,viruses
UP000201254,1655649,viruses
UP000515864,2740180,viruses
UP000008596,928314,viruses
UP000093111,1612624,bacteria
UP000030208,1540092,viruses
UP000113296,2065055,viruses
UP000023795,1230338,bacteria
UP000232544,167947,viruses
UP000001304,583356,archaea
UP000093352,1871336,bacteria
UP000004995,4555,eukaryota
UP000235145,4236,eukaryota
UP000502930,2704066,viruses
UP000296195,2548054,viruses
UP000118722,162013,viruses
UP000240328,2079543,viruses
UP000472267,181472,eukaryota
UP000249553,2219109,viruses
UP000515561,433286,bacteria
UP000502248,2728023,bacteria
UP000015216,669502,bacteria
UP000003336,658086,bacteria
UP000204310,1655650,viruses
UP000296715,2558814,viruses
UP000278458,1805820,bacteria
UP000005178,445971,bacteria
UP000201803,1923294,viruses
UP000001016,272632,bacteria
UP000679011,2584395,viruses
UP000204395,46436,viruses
UP000245080,2024736,bacteria
UP000257131,1940533,bacteria
UP000503586,2518374,viruses
UP000019471,1182543,eukaryota
UP000203984,1758881,viruses
UP000483393,2478959,bacteria
UP000240531,2137776,archaea
UP000072660,1680762,bacteria
UP000203520,1922988,viruses
UP000009116,10585,viruses
UP000185274,2758957,viruses
UP000203115,2010266,viruses
UP000294955,2510458,viruses
UP000319720,1882437,bacteria
UP000033558,1218492,bacteria
UP000007179,10933,viruses
UP000004622,1189611,bacteria
UP000595468,2665646,bacteria
UP000011761,717646,eukaryota
UP000293583,2516559,bacteria
UP000202441,112227,viruses
UP000258104,2283015,viruses
UP000535415,1524255,bacteria
UP000019485,479430,bacteria
UP000000915,268747,viruses
UP000239706,1289519,bacteria
UP000503550,2712940,viruses
UP000201756,1628899,viruses
UP000296203,2548037,viruses
UP000151962,53182,viruses
UP000463908,2674969,viruses
UP000676878,2786006,viruses
UP000000568,652106,viruses
UP000095431,418240,bacteria
UP000001504,691963,viruses
UP000029369,1458863,viruses
UP000008457,697281,bacteria
UP000297183,658650,viruses
UP000170849,687365,viruses
UP000536179,980271,bacteria
UP000423529,2656542,viruses
UP000270144,1802951,viruses
UP000017925,1262958,bacteria
UP001055914,2950758,viruses
UP000214352,1655657,viruses
UP000202156,1923722,viruses
UP000622475,649104,bacteria
UP000587002,1838,bacteria
UP000018051,1263013,bacteria
UP000515140,38626,eukaryota
UP000204261,1608134,viruses
UP000181790,1750698,bacteria
UP000243243,1889779,bacteria
UP000296201,39765,bacteria
UP000298433,1259262,bacteria
UP000005735,744980,bacteria
UP000296419,2558703,viruses
UP000277498,2483812,bacteria
UP000018212,1263105,bacteria
UP000451565,2590999,bacteria
UP000030460,159450,bacteria
UP000280624,2301536,viruses
UP000679658,2731219,bacteria
UP000000739,218208,bacteria
UP000545329,1112836,eukaryota
UP000011220,1121335,bacteria
UP000056419,46506,bacteria
UP000241949,1879051,viruses
UP000013981,1203606,bacteria
UP000247811,744406,bacteria
UP000000311,104421,eukaryota
UP000239549,1898651,bacteria
UP000269850,1974422,viruses
UP000242614,2056194,viruses
UP000678631,2786816,viruses
UP000224336,1862701,viruses
UP000729701,2839659,bacteria
UP000290134,2500166,viruses
UP000009252,333923,viruses
UP000221522,1779843,viruses
UP000016882,1403390,viruses
UP000291933,433330,bacteria
UP000305887,2585369,bacteria
UP000464460,2692740,viruses
UP000567179,2480587,eukaryota
UP000426952,2656538,viruses
UP000053958,1408163,eukaryota
UP000199771,1076937,bacteria
UP000594631,2709403,bacteria
UP000203800,671126,viruses
UP000682252,2706523,viruses
UP000001208,517418,bacteria
UP000297104,2546619,viruses
UP000309673,2564100,bacteria
UP000201075,195062,viruses
UP000317169,2576776,bacteria
UP000217256,1394709,bacteria
UP000218091,422277,bacteria
UP000236630,55188,eukaryota
UP000147829,1680894,viruses
UP000324848,2583142,viruses
UP000249499,2041385,bacteria
UP000196537,1965537,bacteria
UP000179769,2599596,bacteria
UP000659023,2809245,viruses
UP000225715,1968340,viruses
UP000004208,585529,bacteria
UP000678515,2786106,viruses
UP000207639,498805,viruses
UP000240241,2099633,viruses
UP000243776,10821,viruses
UP000321901,582850,bacteria
UP000030856,2340,bacteria
UP000029493,157783,bacteria
UP000222061,1965464,viruses
UP000214344,59376,viruses
UP000262209,2301721,viruses
UP000006099,1141133,viruses
UP000297447,1259150,bacteria
UP000596349,2762824,viruses
UP000325660,1048516,viruses
UP000324426,2584803,viruses
UP000189706,10036,eukaryota
UP000679014,2656516,viruses
UP000170197,1379719,viruses
UP000679734,2576456,viruses
UP000203603,1610872,viruses
UP000172497,2560318,viruses
UP000230839,2052574,bacteria
UP000197468,431061,bacteria
UP000198984,573321,bacteria
UP000192901,1304903,bacteria
UP000267142,2315703,viruses
UP000296671,2558641,viruses
UP000241897,2023155,viruses
UP000242589,1608138,viruses
UP000201143,652718,viruses
UP000501006,1517960,viruses
UP000259879,2250322,viruses
UP000464574,2698730,viruses
UP000296933,2558634,viruses
UP000202715,154339,viruses
UP000204171,1560283,viruses
UP000503336,2748098,bacteria
UP000240674,2047782,viruses
UP000422989,743009,bacteria
UP000005551,1189621,bacteria
UP000202475,1400526,viruses
UP000680755,2478917,bacteria
UP000237608,574710,bacteria
UP000275588,2675445,viruses
UP000271252,2219118,viruses
UP000191418,64969,bacteria
UP000202287,223287,viruses
UP000013523,86416,bacteria
UP000074382,665004,bacteria
UP000006242,1033802,bacteria
UP000000997,2932879,viruses
UP000007212,429314,viruses
UP000004837,1156937,bacteria
UP000202449,1654890,viruses
UP000019763,110365,eukaryota
UP000201637,526476,viruses
UP000294555,2697027,bacteria
UP000677937,2786692,viruses
UP000325457,2483661,viruses
UP000296418,2558729,viruses
UP000267246,92407,bacteria
UP000296900,2548075,viruses
UP000290332,2502418,viruses
UP000029991,1250005,bacteria
UP000502882,2719203,viruses
UP000825051,2862869,bacteria
UP000003292,1054213,bacteria
UP000201241,1868596,viruses
UP000136611,1987732,viruses
UP000202748,1941233,viruses
UP000290635,2056879,viruses
UP000318375,2571249,viruses
UP000542230,2754723,bacteria
UP000003374,314278,bacteria
UP000054099,1017270,bacteria
UP000203598,1923663,viruses
UP000151881,1618244,viruses
UP000018375,1262924,bacteria
UP000031526,40318,bacteria
UP000279098,2419973,viruses
UP000053630,694068,eukaryota
UP000547973,431489,bacteria
UP000124452,10371,viruses
UP000294500,2545719,bacteria
UP000503612,2712933,viruses
UP000319980,488485,bacteria
UP000013566,1282994,viruses
UP000219331,538381,bacteria
UP000296872,2547995,viruses
UP001063698,940294,archaea
UP000201573,1925152,viruses
UP000126444,1707330,viruses
UP000197566,1732569,bacteria
UP000218332,1484056,bacteria
UP000680490,2596788,viruses
UP000222674,2033502,bacteria
UP000029482,1907,bacteria
UP000483379,57489,bacteria
UP000257039,202772,bacteria
UP000195755,1940,bacteria
UP000682947,2596902,viruses
UP000029348,1527512,viruses
UP000282283,2315704,viruses
UP000201276,267970,viruses
UP000182062,189382,bacteria
UP000014739,1347760,viruses
UP000201835,1279082,viruses
UP000120608,1159192,viruses
UP000290982,2294094,viruses
UP000306912,2579976,bacteria
UP000241007,2053723,viruses
UP000609350,2033014,bacteria
UP000263372,2301691,viruses
UP000240548,2008320,viruses
UP000593695,248058,viruses
UP000221325,1868860,viruses
UP000199132,1761887,bacteria
UP000019741,1480731,viruses
UP000676353,2576457,viruses
UP000243299,1985301,bacteria
UP000243024,1484,bacteria
UP000290974,2005461,bacteria
UP000594680,2492468,viruses
UP000677748,2786781,viruses
UP000504618,300111,eukaryota
UP000374055,3035230,viruses
UP000011757,490759,bacteria
UP000112597,400122,viruses
UP000223707,1927022,viruses
UP000187137,1903686,bacteria
UP000240297,2066503,viruses
UP000008865,12180,viruses
UP000249130,29409,bacteria
UP000318413,301154,bacteria
UP000053947,1217799,bacteria
UP000327497,2510451,viruses
UP000000990,2892345,viruses
UP000194216,1985172,bacteria
UP000006427,469381,bacteria
UP000009165,31548,viruses
UP000204072,1923408,viruses
UP000076842,1353952,eukaryota
UP000234953,62079,viruses
UP000464558,2692234,bacteria
UP000243811,1980625,viruses
UP000324427,2585400,viruses
UP000452235,33178,eukaryota
UP000017986,1262983,bacteria
UP000007129,1126212,eukaryota
UP000676992,2786121,viruses
UP000203646,1888318,viruses
UP000169787,1234880,viruses
UP000201933,1674927,viruses
UP000717585,201153,eukaryota
UP000166209,200402,viruses
UP000662897,2783561,viruses
UP000036947,1163406,eukaryota
UP000792083,1027253,viruses
UP000640274,2798579,bacteria
UP000201409,1922760,viruses
UP000202547,1756832,viruses
UP000269806,1820160,viruses
UP000053890,578459,eukaryota
UP000002245,492094,viruses
UP000006719,230407,viruses
UP000077574,1810840,bacteria
UP000007030,869210,bacteria
UP000217505,2021370,bacteria
UP000663292,2841257,archaea
UP000677952,2716318,viruses
UP000502376,2686311,viruses
UP000681578,2786437,viruses
UP000002357,1901,bacteria
UP000006702,331117,eukaryota
UP000241899,1185920,bacteria
UP000145802,1497391,viruses
UP000202420,322019,viruses
UP000176675,1581067,bacteria
UP000277671,589240,bacteria
UP000203361,2016458,viruses
UP000530424,1914755,bacteria
UP000694419,425635,eukaryota
UP000253272,2250576,bacteria
UP000032430,1212491,bacteria
UP000092496,1868325,bacteria
UP000203045,269113,viruses
UP000224537,2024254,viruses
UP000676279,2769808,viruses
UP000290983,2480175,viruses
UP000204580,331278,viruses
UP000183275,1202768,archaea
UP000217065,2020506,bacteria
UP000011747,665952,bacteria
UP000007801,7217,eukaryota
UP000289407,2012857,viruses
UP000263402,2301560,viruses
UP000018124,1262880,bacteria
UP000500784,2497337,viruses
UP000284842,181874,eukaryota
UP000663428,2813241,viruses
UP000242949,1612202,bacteria
UP000312855,2586637,bacteria
UP000326642,2653645,viruses
UP000189773,1927956,viruses
UP000000254,399550,archaea
UP000288736,1587509,viruses
UP000521943,980116,eukaryota
UP000099010,1472342,viruses
UP000204469,1923455,viruses
UP000297077,1405299,viruses
UP000464811,2686251,viruses
UP000006217,1214225,bacteria
UP000018054,1262921,bacteria
UP000000991,268746,viruses
UP000566813,1778672,bacteria
UP000521748,1645614,bacteria
UP000053447,1408657,eukaryota
UP000002317,11100,viruses
UP000009268,3052331,viruses
UP000185893,1718985,bacteria
UP000207589,1923702,viruses
UP000255036,1812858,bacteria
UP000232240,2003398,viruses
UP000076400,580166,bacteria
UP000078233,1840217,bacteria
UP000000798,224324,bacteria
UP000201831,1922772,viruses
UP000007070,650130,viruses
UP000320244,1660198,bacteria
UP000240429,2109333,bacteria
UP000008476,1891754,viruses
UP000070186,281362,bacteria
UP000319257,1093900,eukaryota
UP000009255,211044,viruses
UP000516181,244366,bacteria
UP000694393,367368,eukaryota
UP000253242,2250357,viruses
UP000188533,5353,eukaryota
UP000678543,989895,viruses
UP000630528,502333,bacteria
UP000464671,2686278,viruses
UP000202048,1923474,viruses
UP000051230,1423721,bacteria
UP000030403,1385511,bacteria
UP000694396,181631,eukaryota
UP000423036,2847063,viruses
UP000150130,1618254,viruses
UP000199236,655353,bacteria
UP000008068,135651,eukaryota
UP000594097,2772077,viruses
UP000250088,745377,archaea
UP000194786,1511210,bacteria
UP000826685,2862870,archaea
UP000290958,2506423,bacteria
UP000000360,11090,viruses
UP000007611,28365,viruses
UP000000496,331113,bacteria
UP000608530,2796471,bacteria
UP000187327,1883416,bacteria
UP000281696,2293280,viruses
UP000296423,2558857,viruses
UP000228981,2048005,viruses
UP000028824,1105367,bacteria
UP000198615,1123362,bacteria
UP001055428,2944956,viruses
UP000070155,1698266,archaea
UP000002893,1161906,viruses
UP000176998,1209926,eukaryota
UP000202066,1922492,viruses
UP000233551,22663,eukaryota
UP000324065,140057,bacteria
UP000000485,593907,bacteria
UP000007966,218491,bacteria
UP000053043,1730094,bacteria
UP000000414,35297,viruses
UP000664731,117506,bacteria
UP000203958,1923150,viruses
UP000092993,5627,eukaryota
UP000204653,329288,viruses
UP000465079,2686279,viruses
UP000001132,2914006,viruses
UP000297116,2116489,viruses
UP000283331,2292180,bacteria
UP000581206,264297,bacteria
UP000288718,2364281,viruses
UP000054379,8969,eukaryota
UP001059426,2927299,viruses
UP000035548,1072256,bacteria
UP000002143,10658,viruses
UP000236246,2035432,bacteria
UP000254664,99675,bacteria
UP000001706,151539,viruses
UP000031631,1076588,bacteria
UP000236260,2035409,bacteria
UP000207657,217686,viruses
UP000679563,2786176,viruses
UP000005870,1045855,bacteria
UP000240315,2126789,viruses
UP000317703,2591406,viruses
UP000268088,1827501,bacteria
UP000253176,2268396,viruses
UP000240964,2094137,viruses
UP000202136,78219,viruses
UP000315201,353852,bacteria
UP000677786,2584397,viruses
UP000505248,2740801,viruses
UP000432812,2664454,bacteria
UP000014986,1352230,viruses
UP000316365,2597518,bacteria
UP000571567,225398,eukaryota
UP000201059,1923780,viruses
UP000122115,374078,viruses
UP000593898,2772078,viruses
UP000664203,1903189,eukaryota
UP000015528,428994,bacteria
UP000207641,1016856,viruses
UP000050986,1736346,bacteria
UP000681501,1383888,viruses
UP000239471,52704,bacteria
UP000202556,1843772,viruses
UP000502541,2723761,viruses
UP000296469,2566013,bacteria
UP000004662,694327,bacteria
UP000234539,2067452,bacteria
UP000137862,1692247,viruses
UP000295257,1612,bacteria
UP000243515,519963,eukaryota
UP000509704,42260,eukaryota
UP000326742,2591136,viruses
UP000322754,2583155,viruses
UP000029481,158822,bacteria
UP000266285,1619899,viruses
UP000258573,2250307,viruses
UP000515823,2763669,bacteria
UP000114141,1764085,viruses
UP000603453,64648,eukaryota
UP000054308,9244,eukaryota
UP000464248,1735698,viruses
UP000276553,1519393,viruses
UP000473531,1849021,bacteria
UP000246714,2202247,viruses
UP000325508,2601653,viruses
UP000614811,1329800,bacteria
UP000015873,1354301,bacteria
UP000092876,693153,bacteria
UP000199092,546871,bacteria
UP000002500,11059,viruses
UP000201100,1922956,viruses
UP000241367,2108114,viruses
UP000204372,380434,viruses
UP000031056,1354746,eukaryota
UP000676463,2786494,viruses
UP000310016,2571148,bacteria
UP000504626,32536,eukaryota
UP000682963,2786426,viruses
UP000008158,518987,viruses
UP000296962,2548283,viruses
UP000555552,351215,bacteria
UP000240505,2072590,bacteria
UP000007178,1137745,viruses
UP000296811,2548261,viruses
UP000679894,2652756,viruses
UP000001854,551790,viruses
UP000298197,2559608,bacteria
UP000274267,2293310,viruses
UP000308199,167371,eukaryota
UP000132017,1187973,viruses
UP000683405,2848883,viruses
UP000266272,490622,eukaryota
UP001056158,2950725,viruses
UP000184342,1122934,bacteria
UP000186074,1850254,bacteria
UP000256310,680125,bacteria
UP000002559,10724,viruses
UP000217199,2282107,eukaryota
UP000676374,1329650,viruses
UP000242122,858513,viruses
UP000061227,220714,bacteria
UP000243475,1249677,viruses
UP000676569,2729647,viruses
UP000018278,1262793,bacteria
UP000186583,708187,eukaryota
UP000319576,2528023,bacteria
UP000242139,399394,viruses
UP000598120,1247562,bacteria
UP000244404,374606,bacteria
UP000204514,1922962,viruses
UP000245793,46507,bacteria
UP000201940,391090,viruses
UP000003011,679200,bacteria
UP000501568,2711215,bacteria
UP000202428,1923697,viruses
UP000013521,1287680,eukaryota
UP000426409,2656600,viruses
UP000223043,314021,viruses
UP000295325,1096341,bacteria
UP000266615,2174932,bacteria
UP000424462,2675219,bacteria
UP000000378,643648,bacteria
UP000681018,2653850,bacteria
UP000221970,1647542,viruses
UP000192840,40571,bacteria
UP000327402,2559941,viruses
UP000008258,687345,viruses
UP000059113,1648404,bacteria
UP000249017,200615,bacteria
UP000480610,2706040,bacteria
UP001059650,2905461,viruses
UP000018289,1262977,bacteria
UP000198406,1519565,eukaryota
UP000125481,490111,viruses
UP000146376,1002359,viruses
UP000502016,2283388,viruses
UP000481327,1439888,bacteria
UP000134478,1272959,viruses
UP000233343,549687,bacteria
UP001057484,2945131,viruses
UP000318582,109895,eukaryota
UP000203604,1448273,viruses
UP000018090,1263001,bacteria
UP000241992,341699,viruses
UP000599954,1869339,bacteria
UP000296542,2548277,viruses
UP000013499,1277672,viruses
UP000308339,2562181,viruses
UP000625584,142471,eukaryota
UP000450869,2690359,bacteria
UP000294911,1262583,bacteria
UP000543642,673271,bacteria
UP000128123,1985390,viruses
UP000204157,1685737,viruses
UP000182983,1082,bacteria
UP000203333,2006585,viruses
UP000000964,205875,viruses
UP000323285,2078691,bacteria
UP000241507,2126553,bacteria
UP000502519,2656712,viruses
UP000202939,1923454,viruses
UP000076580,98403,eukaryota
UP000202040,1923255,viruses
UP000201708,99930,viruses
UP000156693,2004966,viruses
UP000008773,654923,viruses
UP000203324,1923303,viruses
UP000289886,7906,eukaryota
UP000501938,2656694,viruses
UP000536260,302527,eukaryota
UP000319804,33885,bacteria
UP000226037,2027899,viruses
UP000202312,194443,viruses
UP000198263,1777133,bacteria
UP000201367,754053,viruses
UP000009254,11909,viruses
UP000253865,230658,bacteria
UP000515156,1415580,eukaryota
UP000215896,2016499,bacteria
UP000887116,2740835,eukaryota
UP000202823,940846,viruses
UP000076079,1855912,bacteria
UP000831181,2925830,bacteria
UP000189513,36022,eukaryota
UP000315167,985012,bacteria
UP000285146,1230097,eukaryota
UP000309253,39803,viruses
UP000204099,1963256,viruses
UP000510889,2743990,viruses
UP000240445,2052563,viruses
UP000677293,2786055,viruses
UP000198771,617002,bacteria
UP000232784,29250,viruses
UP000288599,2497686,bacteria
UP001058496,2933956,viruses
UP000516174,2769358,viruses
UP000216035,2023067,bacteria
UP000181617,1618189,viruses
UP000680923,2786487,viruses
UP000321798,931535,bacteria
UP000501139,1936990,bacteria
UP000297110,1623310,viruses
UP001060268,2951198,viruses
UP000675900,74533,eukaryota
UP000535403,1323832,eukaryota
UP000599578,518897,bacteria
UP000007687,388814,viruses
UP000160067,1737522,viruses
UP000324738,2565783,bacteria
UP000221507,1913575,viruses
UP000199387,1236220,bacteria
UP000204053,590403,viruses
UP000199019,587636,bacteria
UP000202354,167021,viruses
UP001065708,2979360,viruses
UP000327044,7054,eukaryota
UP000224901,1868858,viruses
UP000189810,381751,bacteria
UP000001235,395494,bacteria
UP000645555,152141,bacteria
UP000636956,1308924,bacteria
UP000222356,2015891,viruses
UP000028545,563466,eukaryota
UP000000797,493906,viruses
UP000008080,264462,bacteria
UP000321393,1194695,eukaryota
UP000000558,83334,bacteria
UP000027604,1349767,bacteria
UP000202734,1931113,viruses
UP000678741,2291942,viruses
UP000054516,77044,eukaryota
UP000009206,1239386,viruses
UP000662891,2783668,viruses
UP000053392,1296110,eukaryota
UP000515251,2759121,viruses
UP000087171,3827,eukaryota
UP000201589,1572712,viruses
UP000001538,373415,viruses
UP000306022,2575255,viruses
UP000594166,2776855,viruses
UP000180019,1678002,bacteria
UP000249341,1287878,bacteria
UP000035029,1219581,bacteria
UP000295658,575256,bacteria
UP000424527,215358,eukaryota
UP000008710,101510,bacteria
UP000030755,988480,eukaryota
UP000663351,2613770,bacteria
UP000299179,2510455,viruses
UP000464465,2698415,viruses
UP000092555,869754,eukaryota
UP000297483,1778437,bacteria
UP000562322,81907,eukaryota
UP000007263,942016,viruses
UP000199069,5286,eukaryota
UP000430783,2683967,bacteria
UP000322164,2592206,viruses
UP000233387,2016530,bacteria
UP000574528,2585815,eukaryota
UP000002428,284593,eukaryota
UP000280434,2419777,bacteria
UP000050893,1735670,bacteria
UP000224772,2024229,viruses
UP000651668,1834438,bacteria
UP000578259,371919,eukaryota
UP000220102,1850348,bacteria
UP000240816,2016401,viruses
UP000202844,1923689,viruses
UP000198876,553467,archaea
UP001056348,2926091,viruses
UP000010798,886293,bacteria
UP000053237,65357,eukaryota
UP000029776,1559366,viruses
UP000319188,2588500,viruses
UP000070299,1799789,bacteria
UP000202699,1792269,viruses
UP000202805,1923357,viruses
UP000225519,2023951,viruses
UP000199680,1520823,bacteria
UP000016033,1333857,bacteria
UP000019335,72520,eukaryota
UP000004505,469618,bacteria
UP000662939,2811108,bacteria
UP000019050,592010,bacteria
UP000677390,2786074,viruses
UP000503178,1928728,eukaryota
UP000201648,1685761,viruses
UP000203236,192023,viruses
UP000471521,2692200,archaea
UP000663184,2811249,viruses
UP000263300,2301552,viruses
UP000296508,2547972,viruses
UP000001523,329864,viruses
UP000028463,1416028,viruses
UP000195336,1965587,bacteria
UP000148789,980635,viruses
UP000656244,2762758,bacteria
UP000202197,1923757,viruses
UP000104899,1503304,viruses
UP000282470,753758,viruses
UP000590749,113559,bacteria
UP000008588,928297,viruses
UP000204156,642926,viruses
UP000202750,1922586,viruses
UP000009319,1211777,bacteria
UP000680437,2836069,viruses
UP000002402,246197,bacteria
UP000201195,1449437,viruses
UP000202817,1923684,viruses
UP000319092,304378,bacteria
UP000277858,1749,bacteria
UP000202983,169693,viruses
UP000557196,461220,eukaryota
UP000018030,1263104,bacteria
UP000198661,201973,bacteria
UP000286997,2499852,bacteria
UP000198374,1435342,bacteria
UP000006765,1231392,bacteria
UP000267964,1903560,viruses
UP000516205,2767557,viruses
UP000326340,2078593,eukaryota
UP000172871,3052329,viruses
UP000221345,2790659,viruses
UP000281572,2301600,viruses
UP000323283,2563600,archaea
UP000203263,1923777,viruses
UP000203177,1912759,viruses
UP000007543,230236,viruses
UP000680299,1929290,bacteria
UP000202924,309390,viruses
UP000026042,1291522,eukaryota
UP000679625,2786478,viruses
UP000204153,2017081,viruses
UP000559117,862415,bacteria
UP000277520,2041339,viruses
UP000049855,2378,bacteria
UP000246721,2182320,viruses
UP000008333,126793,eukaryota
UP000202498,1923579,viruses
UP000202114,1873452,viruses
UP000194450,1323738,bacteria
UP000008794,717959,bacteria
UP000016640,1321779,bacteria
UP000503591,2711171,viruses
UP000321605,2603899,bacteria
UP000204242,265522,viruses
UP000241730,2077305,viruses
UP000245622,1115758,bacteria
UP000070121,1209931,eukaryota
UP000011834,1124991,bacteria
UP001055458,2961991,viruses
UP000296802,2548143,viruses
UP000225707,2018029,viruses
UP000054821,398673,eukaryota
UP000322165,2608255,bacteria
UP000295534,2517950,viruses
UP000033900,273678,bacteria
UP000639338,684658,eukaryota
UP001059691,2759209,viruses
UP000000370,357809,bacteria
UP000198641,284577,bacteria
UP000007551,687366,viruses
UP000762474,2849496,bacteria
UP000242417,479713,viruses
UP000680881,2786309,viruses
UP000267347,1034806,viruses
UP000204194,1922718,viruses
UP000221664,1772299,viruses
UP000243289,1323524,viruses
UP000594045,2776872,viruses
UP000000742,491915,bacteria
UP000204276,474454,viruses
UP000256735,2029661,viruses
UP000199394,81409,bacteria
UP000006764,391936,bacteria
UP000016721,1294142,bacteria
UP000051324,1423724,bacteria
UP000955338,221402,bacteria
UP000202851,1674926,viruses
UP000276568,2486576,bacteria
UP000128005,1885633,viruses
UP000125071,209854,viruses
UP000241269,2169934,viruses
UP000626844,2771434,bacteria
UP000269221,333673,eukaryota
UP000019368,1445859,viruses
UP000201251,1647374,viruses
UP000235717,2057942,viruses
UP000274072,2483669,viruses
UP000077206,765868,eukaryota
UP000170142,11597,viruses
UP000253368,2231354,viruses
UP000053688,1236703,bacteria
UP000000759,556484,eukaryota
UP000008461,760192,bacteria
UP000595652,2797423,viruses
UP000296878,2558589,viruses
UP000188604,320497,bacteria
UP000501273,2699877,viruses
UP000170243,1574362,viruses
UP000324257,2596674,viruses
UP000290717,2303411,viruses
UP000018839,1411685,bacteria
UP000052012,1423781,bacteria
UP000230069,218851,eukaryota
UP000296403,2548134,viruses
UP000054558,105231,eukaryota
UP000232878,2058137,bacteria
UP000275373,2486473,bacteria
UP000280296,2080755,bacteria
UP000059935,1729581,bacteria
UP000203848,1923536,viruses
UP000681264,2785998,viruses
UP000678012,2786434,viruses
UP000028860,1481187,viruses
UP000017642,1400053,bacteria
UP000028058,1038928,bacteria
UP000162722,1034791,viruses
UP000324143,2703815,bacteria
UP000202725,1923557,viruses
UP000232222,74700,bacteria
UP000137940,134606,viruses
UP000011723,1121362,bacteria
UP000233828,2058332,bacteria
UP000586926,874463,eukaryota
UP000017928,1262991,bacteria
UP000663175,2767589,viruses
UP000425122,2656605,viruses
UP000296850,2548257,viruses
UP000198719,1855315,bacteria
UP001056798,2945975,viruses
UP000296400,2548178,viruses
UP000001124,448384,viruses
